GCVS,STAR,CONST.,RA(2000),DEC,Type,V [mag],P [days],Spec
350031,TX    ,Equ,21h 20m 42.1s,  5o 41' 43",EA  ,11.44,   5.4788     ,              
350039,UZ    ,Equ,21h 14m 40.5s, 12o 50' 51",EB  , 9.15,   0.486707   ,F0            
360013,RU    ,Eri, 3h 54m 43.8s,-14o 56'  6",EB/K, 9.35,   0.63219951 ,F0            
360017,RY    ,Eri, 3h 58m 58.1s,-17o 13' 46",EA/S,10.3 ,   4.97927    ,F5            
360018,RZ    ,Eri, 4h 43m 45.8s,-10o 40' 56",EA/D, 7.70,  39.28238    ,A5+G8IV       
360027,TT    ,Eri, 2h 52m 39.2s,-23o 46' 33",EA/S,12.92,   1.33537    ,              
360028,TU    ,Eri, 3h  3m 13.4s,-20o 36' 51",S   ,12.8 ,              ,F5            
360029,TV    ,Eri, 3h  8m 46.7s,-19o 27' 37",EA/S,13.43,   1.29847    ,              
360031,TX    ,Eri, 3h 12m 34.7s,-19o 31' 57",S   ,12.7 ,              ,G2            
360032,TY    ,Eri, 3h 16m 12.0s,-22o  5' 31",E   ,12.8 ,              ,G2            
360033,TZ    ,Eri, 4h 21m 40.3s, -6o  1'  9",EA/S, 9.8 ,   2.6060653  ,F             
360037,UX    ,Eri, 3h  9m 52.7s, -6o 53' 33",EW/K,10.5 ,   0.44527942 ,F8            
360040,VV    ,Eri, 3h 21m 22.6s,-10o 17'  6",EA/S,11.  ,   1.557586   ,A             
360045,WW    ,Eri, 5h  5m  4.7s, -7o 33' 42",EB/K,11.0 ,   0.9264970  ,              
360046,WX    ,Eri, 0h  0m  0.0s,  0o  0'  0",    ,     ,              ,              
360051,XZ    ,Eri, 4h 11m 25.8s,-15o 23' 22",UG  ,14.6 ,              ,              
360052,YY    ,Eri, 4h 12m  8.9s,-10o 28' 10",EW/K, 8.1 ,   0.32149415 ,G5+G5         
360054,ZZ    ,Eri, 4h 13m  1.0s,-10o 44' 54",E   ,13.9 ,   0.4520603  ,              
360055,AA    ,Eri, 4h 13m 41.9s,-11o 33' 36",E   ,12.8 ,   0.50085    ,              
360064,AK    ,Eri, 4h 25m 35.2s,-18o 48'  2",E/SD,12.5 ,   2.6303     ,              
360066,AM    ,Eri, 4h 29m 51.0s,-12o 14' 23",EW/K,14.4 ,   0.316576   ,              
360067,AN    ,Eri, 4h 31m 56.5s,-17o 20' 19",E   ,14.4 ,   0.42821    ,              
360068,AO    ,Eri, 4h 32m  0.9s,-17o 44' 47",EA/D,11.8 ,   9.2982     ,              
360072,AS    ,Eri, 3h 32m 25.1s, -3o 18' 48",EA/S, 8.29,   2.664152   ,A3V           
360081,BC    ,Eri, 4h 46m 59.0s,-14o 37' 23",EW/K,10.83,   0.52778916 ,A6            
360089,BL    ,Eri, 4h 11m 48.2s,-11o 47' 26",EW/K,11.5 ,   0.4162     ,B5            
360094,BQ    ,Eri, 5h  7m 59.7s, -5o 50' 37",EB/D,10.5 ,   1.429712   ,A8            
360097,BT    ,Eri, 3h 34m 31.1s,-39o 24' 43",EA/S, 9.56,   2.112269   ,A0            
360098,BU    ,Eri, 3h 49m 21.0s,-20o 52' 26",EA  , 8.5 ,              ,A3            
360099,BV    ,Eri, 3h 51m 53.3s,-10o 31' 49",EW  , 8.12,   0.5076649  ,F2            
360100,BW    ,Eri, 4h  6m 36.8s,-27o 40'  7",EB  , 9.5 ,   0.6384773  ,A3            
360103,BZ    ,Eri, 4h 12m 12.7s, -6o  1' 17",EA  , 9.  ,   0.6641701  ,F2            
360105,CD    ,Eri, 3h 47m 46.0s, -8o 36' 41",EA/S, 9.51,   2.876728   ,A0            
360110,CI    ,Eri, 1h 58m 38.5s,-53o 31' 39",EA/S, 9.5 ,   3.382880   ,F8V           
360115,CO    ,Eri, 2h 35m 38.6s,-45o  4' 12",EA/S, 9.0 ,   5.7836     ,F7V           
360120,CT    ,Eri, 4h 29m 24.8s,-33o 34' 34",EW/K,10.0 ,   0.634195498,F0            
360123,CW    ,Eri, 3h  3m 60.0s,-17o 44' 16",EA/D, 8.43,   2.7283737  ,F0            
360141,DS    ,Eri, 3h 49m 10.6s,-42o 36' 55",EB  ,10.  ,   0.827701   ,              
360153,EI    ,Eri, 4h  9m 40.9s, -7o 53' 34",RS  , 6.95,              ,              
360174,FK    ,Eri, 2h 44m 58.4s,-17o 46' 52",EA  , 9.21,              ,              
360178,FO    ,Eri, 2h 52m 24.6s,-41o  9'  2",EA  , 8.51,              ,              
360187,FX    ,Eri, 3h 37m  1.4s,-41o 31' 39",EW  , 9.73,              ,              
360191,GH    ,Eri, 3h 44m 13.0s,-41o 16' 46",EA  , 9.03,              ,              
360193,GK    ,Eri, 3h 45m 12.0s,-16o 24' 37",EA  , 8.96,              ,              
360205,GW    ,Eri, 4h 11m 36.2s,-20o 21' 22",EA  , 5.84,              ,              
360214,HN    ,Eri, 4h 33m 24.9s,-23o 56' 19",EB  , 8.66,              ,              
360242,IY    ,Eri, 2h  7m 28.2s,-57o 52' 10",EW  ,10.86,   0.750035   ,              
360247,KN    ,Eri, 4h 34m 17.9s, -4o 56' 45",EW  ,13.23,   0.396604   ,              
360249,KP    ,Eri, 4h 43m  7.2s, -7o 24' 42",EA  , 8.78,   7.447126   ,A2            
360252,KS    ,Eri, 5h  9m  2.9s, -7o 44' 11",EB  , 9.32,   0.533437   ,F0            
360255,KV    ,Eri, 2h 50m 15.9s,-46o 49'  8",EW  ,12.44,   0.271753   ,              
360256,KW    ,Eri, 2h 54m 13.5s,-47o  6' 50",EW  ,13.4 ,   0.2352922  ,              
360257,KX    ,Eri, 2h 58m 10.4s, -6o 11' 50",EB  ,12.75,  64.38       ,              
360259,KZ    ,Eri, 3h 31m 54.3s, -1o 38' 21",EA  ,11.3 ,   0.942690   ,              
360268,LT    ,Eri, 4h  7m 14.8s, -6o 44' 25",E+UG,15.0 ,   0.17017    ,pec e         
360271,LW    ,Eri, 4h 31m 27.7s,  0o 43' 52",EB  ,12.5 ,   0.46561    ,              
360279,MQ    ,Eri, 4h 53m 31.5s, -6o 41' 44",EA  ,12.6 ,  11.822      ,              
360283,MU    ,Eri, 2h 48m 10.6s,-15o 18'  4",EW  ,12.75,   0.366590   ,              
360285,MW    ,Eri, 2h 55m 35.2s, -2o 19' 56",EA  ,11.50,   0.792793   ,              
360286,MX    ,Eri, 3h 10m  0.1s,-12o  6' 19",EA  ,12.55,   3.417547   ,              
360287,MY    ,Eri, 3h 12m 52.0s, -7o 44' 20",EW  ,12.10,   0.360110   ,              
360292,NQ    ,Eri, 3h 36m 23.4s, -7o 55' 31",EB  ,11.7 ,   0.568091   ,              
360294,NS    ,Eri, 3h 57m 16.1s, -8o 15' 59",EA  ,11.6 ,   1.721786   ,              
360295,NT    ,Eri, 4h  2m 48.9s, -9o 26'  0",EA  ,11.55,   3.413999   ,              
360296,NU    ,Eri, 4h  7m 59.4s,  0o 18' 56",EB  ,12.7 ,   0.748907   ,              
360300,NY    ,Eri, 4h 19m 46.3s, -5o 18'  0",EW  ,12.55,   0.353829   ,              
360301,NZ    ,Eri, 4h 27m  1.2s, -9o 33' 25",EA  ,13.1 ,   0.468259   ,              
360302,OO    ,Eri, 4h 34m 33.2s, -9o 19' 14",EW  ,11.35,   0.464770   ,              
360304,OQ    ,Eri, 4h 36m 39.1s, -9o 23'  8",EW  ,12.65,   0.353789   ,              
360307,OT    ,Eri, 4h 48m 53.1s, -9o 11' 55",EB  ,13.62,   0.4896345  ,              
360308,OU    ,Eri, 4h 54m 50.1s,-11o 35' 37",EW  ,12.9 ,   0.431045   ,              
360309,OV    ,Eri, 5h  9m  4.4s, -7o 41' 44",EW  ,13.2 ,   0.2295749  ,              
370005,V     ,For, 2h 40m 51.3s,-25o 52' 14",EA/S,14.05,   3.3065     ,              
370006,W     ,For, 2h 41m 43.9s,-26o  1' 50",E   ,12.9 ,   0.6179073  ,              
370008,Y     ,For, 2h 47m 38.1s,-27o  2' 21",E   ,13.8 ,              ,G2            
370017,RY    ,For, 3h 15m 53.5s,-24o 41' 32",EB/S,12.23,   0.4855     ,              
370021,SU    ,For, 2h 21m 36.5s,-37o 12' 45",EA/S, 9.5 ,   2.434665   ,A2            
370039,UZ    ,For, 3h 35m 28.6s,-25o 44' 21",E+XM,18.2 ,              ,              
370051,XZ    ,For, 2h  1m 18.7s,-37o  4' 52",EW  , 9.97,              ,              
370059,AE    ,For, 3h  8m  6.7s,-24o 45' 34",EA  ,10.32,              ,              
370064,AK    ,For, 3h 29m 22.9s,-24o  6'  3",E   , 9.24,              ,              
370073,AT    ,For, 2h 51m  9.4s,-38o  4' 52",EA  , 9.28,   2.59226    ,A2V           
370074,AU    ,For, 2h 15m  2.4s,-33o 51'  5",EA  ,10.58,   6.11384    ,              
370075,AV    ,For, 2h 18m 33.7s,-29o 40' 16",EA  , 8.63,   1.87970    ,F5V           
370078,AY    ,For, 2h 42m 34.8s,-28o  2' 44",EA+N,18.4 ,   0.07460    ,pec e         
380004,U     ,Gem, 7h 55m  5.2s, 22o  0'  4",UGSS, 8.2 , 105.2        ,pec UG +M4.5V 
380013,RU    ,Gem, 7h 26m 58.9s, 21o 26'  6",EA/D,12.1 ,   8.67080    ,              
380015,RW    ,Gem, 6h  1m 28.1s, 23o  8' 27",EA/S, 9.53,   2.8654972  ,B5V+F5        
380016,RX    ,Gem, 6h 50m 11.5s, 33o 14' 20",EA/D, 9.20,  12.2086588  ,A3IIIea+K1    
380017,RY    ,Gem, 7h 27m 24.2s, 15o 39' 34",EA/D, 8.69,   9.300567   ,A2Ve+K2IV     
380022,SV    ,Gem, 6h  0m 41.0s, 24o 28' 25",EA/S,10.55,   4.0061216  ,B3            
380024,SX    ,Gem, 6h 28m 14.4s, 20o 33' 50",EA/S,11.0 ,   1.366877   ,A0            
380031,TX    ,Gem, 7h 36m  0.9s, 16o 54' 29",EA/S,10.0 ,   2.800014   ,A2V+A7V       
380033,TZ    ,Gem, 6h 37m 36.8s, 19o 36' 26",EA/S,13.4 ,   1.6777103  ,              
380045,WW    ,Gem, 6h 12m  5.8s, 23o 30'  3",EB/K, 9.9 ,   1.237811   ,B6            
380052,YY    ,Gem, 7h 34m 37.4s, 31o 52'  9",EA/D, 8.91,   0.81428254 ,M1Ve+M1Ve     
380057,AC    ,Gem, 6h 32m 16.8s, 19o 50' 23",EB/D,11.0 ,   1.66182414 ,A0            
380059,AE    ,Gem, 6h 47m 36.9s, 28o 55' 13",EA/D,10.5 ,  11.4568     ,B8            
380060,AF    ,Gem, 6h 50m 39.7s, 21o 21' 56",EA/S,10.54,   1.24350348 ,A0            
380062,AH    ,Gem, 6h 53m 17.9s, 15o 59' 22",EW/K,14.4 ,   0.3368     ,              
380063,AI    ,Gem, 6h 54m  1.5s, 16o  4' 47",EB  ,13.8 ,   0.7250     ,              
380065,AL    ,Gem, 6h 57m 38.6s, 20o 53' 32",EA/D, 9.80,   1.3913385  ,F5V           
380067,AN    ,Gem, 7h  8m 57.5s, 19o 48' 13",EA/S,13.2 ,   2.032457   ,              
380075,AV    ,Gem, 6h 42m  1.6s, 13o 24' 51",EA/S,12.4 ,   1.2216548  ,              
380078,AY    ,Gem, 6h 31m 56.2s, 19o 40' 11",EA/S,10.8 ,   3.0536498  ,A0            
380079,AZ    ,Gem, 6h 34m 33.4s, 14o 28' 20",EB/K,11.8 ,   1.006183   ,A-F           
380082,BD    ,Gem, 6h 34m 43.1s, 15o 34' 53",EA/S,11.9 ,   1.616727   ,A             
380085,BG    ,Gem, 6h  3m 30.7s, 27o 41' 50",RV  ,13.6 ,  60.         ,              
380086,BH    ,Gem, 6h  4m 39.2s, 26o 25' 17",EA/S,13.6 ,   6.24958    ,              
380092,BO    ,Gem, 6h 25m  1.3s, 17o 58' 12",EA/S,11.3 ,   4.06860    ,A2            
380096,BS    ,Gem, 6h 10m 18.4s, 22o 45' 11",EA/S,14.7 ,   1.050350   ,              
380097,BT    ,Gem, 6h 11m 41.1s, 23o 19' 39",EA/S,13.9 ,   1.2369358  ,              
380111,CK    ,Gem, 6h 30m 37.1s, 19o 38' 28",EA/S,13.2 ,   1.412916   ,              
380113,CM    ,Gem, 6h 31m 35.3s, 17o 54' 23",EB/K,14.8 ,   1.403507   ,              
380116,CP    ,Gem, 6h 33m 41.7s, 19o 29' 36",EA/S,13.7 ,   2.4022685  ,              
380121,CU    ,Gem, 6h 37m 22.8s, 21o 44' 29",EA  ,13.6 ,   3.030008   ,              
380122,CV    ,Gem, 6h 39m 22.0s, 21o 10' 37",EA/S,14.9 ,   1.848381   ,              
380123,CW    ,Gem, 6h 39m 58.9s, 21o 52' 33",EA/S,12.3 ,   1.678148   ,              
380124,CX    ,Gem, 6h 40m  3.8s, 21o 49' 18",EA/S,12.0 ,   2.1636985  ,              
380127,DD    ,Gem, 6h 43m 23.6s, 19o 14' 52",EA/S,13.2 ,   3.80208    ,              
380130,DG    ,Gem, 6h 49m 25.1s, 18o 37' 43",EA  ,12.5 ,   3.13152    ,              
380138,DP    ,Gem, 6h  2m 24.4s, 27o 24' 53",EW  ,13.4 ,   0.5584     ,              
380140,DR    ,Gem, 6h  3m 23.0s, 24o  3'  3",EW  ,14.9 ,   0.7133     ,              
380144,DV    ,Gem, 6h 26m 58.3s, 18o 39' 58",EA  ,15.5 ,   4.40042    ,              
380150,EF    ,Gem, 6h 51m  1.8s, 17o 29' 55",EA/S,12.6 ,   6.10264    ,              
380151,EG    ,Gem, 6h 57m 51.9s, 13o  8' 24",EA/S,12.2 ,   1.273392   ,              
380155,EL    ,Gem, 6h 29m  7.9s, 20o 48' 42",EA/K,12.8 ,   1.4283286  ,              
380157,EN    ,Gem, 6h 33m 53.9s, 18o 41' 18",EB/K,13.6 ,   1.2076274  ,              
380162,ES    ,Gem, 6h 38m 15.9s, 17o 23' 40",EA/S,15.2 ,   1.661124   ,              
380164,EU    ,Gem, 6h 39m 42.0s, 17o 11' 31",EA/D,13.7 ,  52.2665     ,              
380168,EY    ,Gem, 6h 45m 32.5s, 17o 13' 30",EB/K,12.8 ,   0.941143   ,              
380171,FG    ,Gem, 6h 47m 49.7s, 16o 51' 47",EA  ,11.6 ,   0.819129   ,              
380178,FO    ,Gem, 6h 53m 28.5s, 12o 53' 49",E/SD,14.7 ,   0.6956     ,              
380180,FQ    ,Gem, 6h 56m 24.1s, 17o 58' 13",EA  ,13.0 ,   2.88471    ,              
380182,FS    ,Gem, 6h 57m 21.2s, 16o 30' 13",EA/S,13.7 ,   4.32653    ,              
380183,FT    ,Gem, 6h 57m 24.6s, 13o 42'  6",EW  ,13.5 ,   0.587612   ,              
380195,GM    ,Gem, 7h  5m 29.8s, 10o 39' 36",EA  ,13.1 ,   1.35967    ,              
380198,GP    ,Gem, 7h  9m 29.2s, 12o 58'  3",EB/D,13.1 ,   1.594736   ,              
380200,GR    ,Gem, 6h 23m 20.3s, 20o 49' 58",EB  ,15.4 ,   0.5274471  ,              
380202,GT    ,Gem, 6h 31m 33.0s, 20o 17' 24",EA  ,15.1 ,   0.86       ,              
380204,GV    ,Gem, 6h 59m 57.4s, 14o 16' 35",EA  ,14.9 ,              ,              
380205,GW    ,Gem, 7h 52m 29.0s, 27o  9' 15",EB/S,10.48,   0.659444013,A5            
380206,GX    ,Gem, 6h 46m  9.1s, 34o 24' 52",EB/D,10.9 ,   1.35003708 ,G5            
380208,GZ    ,Gem, 6h 24m  6.8s, 18o 42' 11",EA  ,13.6 ,   0.612645   ,              
380209,HH    ,Gem, 6h 37m  6.9s, 13o  8' 46",EB/D,13.6 ,   2.53048    ,              
380210,HI    ,Gem, 7h 18m 14.4s, 30o 38'  8",E   ,12.0 ,              ,G-K           
380218,HR    ,Gem, 6h 12m 13.3s, 24o 42' 42",EA/S,11.4 ,   1.068963   ,              
380221,HU    ,Gem, 6h 27m 24.5s, 23o 49' 31",EA/S,15.7 ,   1.70026    ,              
380225,HY    ,Gem, 6h 33m 23.0s, 22o  7' 19",EW/K,16.7 ,   0.3342     ,              
380230,IM    ,Gem, 6h 40m 23.5s, 21o 43' 34",EA/S,15.2 ,   1.427281   ,              
380231,IN    ,Gem, 6h 40m 50.8s, 17o 30' 56",EA/S,15.0 ,   1.131194   ,              
380233,IP    ,Gem, 6h 44m 54.0s, 22o 16' 35",EB  ,13.8 ,   2.348980   ,              
380244,KK    ,Gem, 6h 30m 47.4s, 18o 32' 40",EA  ,13.5 ,              ,              
380246,KM    ,Gem, 6h 34m 31.2s, 19o 58' 29",EA  ,13.5 ,   0.95422    ,              
380250,KQ    ,Gem, 6h 43m 47.4s, 15o 54' 21",EB/K,14.0 ,   0.4079925  ,              
380254,KU    ,Gem, 6h 45m 50.5s, 17o  1' 34",EA  ,15.2 ,   6.15396    ,              
380255,KV    ,Gem, 6h 47m 12.6s, 15o 43' 34",RRC ,12.4 ,   0.2185467  ,              
380257,KX    ,Gem, 6h 51m 48.9s, 15o 38' 56",EA  ,16.0 ,   2.93091    ,              
380258,KY    ,Gem, 6h 52m 39.5s, 18o  2' 15",EA/D,12.7 ,  12.3317     ,              
380261,LM    ,Gem, 7h  5m  5.7s, 10o 36' 46",EA/S,15.2 ,   3.68853    ,              
380263,LO    ,Gem, 6h  4m 11.7s, 25o 19' 59",E   ,11.5 ,              ,              
380264,LP    ,Gem, 6h  5m  5.1s, 26o 40' 53",EA/S,12.5 ,   6.63126    ,              
380274,LZ    ,Gem, 6h 44m  6.0s, 14o 32' 23",E   ,15.4 ,              ,              
380275,MM    ,Gem, 6h 45m 27.5s, 17o 48' 37",EA/S,14.9 ,   5.90324    ,              
380276,MN    ,Gem, 6h 46m 10.7s, 14o 47' 53",EA/S,15.3 ,   3.78067    ,              
380279,MQ    ,Gem, 6h 53m 39.4s, 15o 19' 55",EA/S,15.3 ,   3.81989    ,              
380280,MR    ,Gem, 6h 55m 24.2s, 16o 17' 18",E   ,14.4 ,              ,              
380283,MU    ,Gem, 6h 59m 24.2s, 14o  4' 50",EB  ,14.5 ,   0.726200   ,              
380288,MZ    ,Gem, 7h  4m 35.3s, 10o 42' 13",EA/S,16.5 ,   1.290032   ,              
380290,NO    ,Gem, 7h  5m 30.2s, 10o 32' 22",IS  ,13.9 ,              ,              
380304,OQ    ,Gem, 6h 38m 39.2s, 19o 53' 40",EA  ,15.  ,              ,              
380305,OR    ,Gem, 6h 44m 47.6s, 21o 26' 38",EA  ,13.5 ,              ,              
380310,OW    ,Gem, 6h 31m 41.8s, 17o  4' 56",EA/G, 9.0 ,              ,              
380320,PV    ,Gem, 6h 14m  8.9s, 23o 59' 11",DSCT, 7.58,              ,              
380328,QT    ,Gem, 6h 48m 16.5s, 14o 35' 32",EB  , 7.66,              ,              
380331,QW    ,Gem, 6h 50m 46.1s, 29o 27' 11",EW  ,10.34,              ,              
380335,V0335 ,Gem, 7h  2m  5.5s, 21o 47' 53",EA  , 7.90,              ,              
380337,V0337 ,Gem, 7h  2m 38.3s, 13o 46' 58",EA  , 8.52,              ,              
380339,V0339 ,Gem, 7h 18m 51.5s, 29o  6'  3",E   , 8.94,              ,              
380345,V0345 ,Gem, 7h 38m 30.2s, 33o 42' 41",DSCT, 7.82,              ,              
380367,V0367 ,Gem, 6h 46m 43.6s, 20o 53' 21",EA  ,11.20,              ,              
380372,V0372 ,Gem, 6h 50m 55.8s, 22o 29' 21",EB  ,12.5 ,   0.56914    ,              
380373,V0373 ,Gem, 7h 11m 55.3s, 23o 24' 55",EB  , 9.26,   1.60498    ,F8            
380375,V0375 ,Gem, 7h 22m 46.0s, 17o  2' 28",EB  ,12.7 ,   0.65264    ,              
380380,V0380 ,Gem, 6h 16m 12.8s, 25o 39' 55",EW  ,13.15,   0.336611   ,              
380382,V0382 ,Gem, 6h 44m 14.5s, 16o 24'  3",EA  ,10.22,   1.446303   ,F8            
380383,V0383 ,Gem, 6h 47m 42.2s, 23o 56' 12",EA  ,12.78,   0.757285   ,              
380386,V0386 ,Gem, 7h  2m 49.6s, 17o 20' 26",EA  ,12.24,   3.30831    ,              
380388,V0388 ,Gem, 7h 12m 14.8s, 18o 23' 49",EB  ,12.33,   0.605946   ,              
380389,V0389 ,Gem, 7h 21m  3.3s, 25o 40'  7",EA  , 8.74,   1.04776    ,A2            
380390,V0390 ,Gem, 7h 47m  3.1s, 14o 53' 23",EA  ,11.32,   2.14948    ,F0            
380396,V0396 ,Gem, 6h 20m  0.7s, 26o 20' 59",EA  ,10.06,   5.4966     ,A2            
380400,V0400 ,Gem, 6h 37m 36.0s, 17o 47' 32",EA  ,11.32,  11.3053     ,A0            
380401,V0401 ,Gem, 6h 40m 16.1s, 20o 28' 43",EA  ,12.45,   2.19763    ,              
380402,V0402 ,Gem, 6h 42m 17.4s, 20o 16' 48",EW  ,11.72,   0.399248   ,              
380404,V0404 ,Gem, 6h 47m  2.8s, 15o 37' 23",EW  ,12.4 ,   0.3487050  ,              
380405,V0405 ,Gem, 6h 47m  7.9s, 15o 38' 37",EW  ,10.88,   0.4621114  ,              
380408,V0408 ,Gem, 6h 50m  7.3s, 16o 30' 24",EA  ,11.53,  38.044      ,              
380409,V0409 ,Gem, 6h 53m 23.5s, 19o 10' 24",EB  ,13.6 ,   0.5997     ,              
380410,V0410 ,Gem, 6h 54m  8.1s, 17o  2'  2",EA  ,10.77,   3.47041    ,A5            
380414,V0414 ,Gem, 6h 54m 54.3s, 18o 12' 50",EB  ,10.61,   1.47597    ,A2            
380415,V0415 ,Gem, 6h 55m 57.5s, 15o 35' 32",EW  ,12.4 ,   0.350606   ,              
380416,V0416 ,Gem, 6h 59m 47.3s, 22o 29' 48",EW  ,12.7 ,   0.256250   ,              
380417,V0417 ,Gem, 6h 59m 48.4s, 27o 41' 58",EW  , 9.80,   0.39331    ,G5            
380421,V0421 ,Gem, 7h 12m  7.3s, 25o 57' 50",EB  ,15.0 ,   0.42310    ,              
380422,V0422 ,Gem, 7h 12m 41.7s, 16o  5'  4",EA  , 8.15,   7.5424     ,F2V           
380425,V0425 ,Gem, 7h 18m 32.9s, 14o 59' 44",EA  ,12.6 ,   4.24211    ,              
380428,V0428 ,Gem, 7h 23m 25.7s, 26o  7' 31",EB  ,10.93,   0.491507   ,K             
380435,V0435 ,Gem, 7h 54m 57.7s, 21o 54'  9",EW  ,14.2 ,   0.3365     ,              
380437,V0437 ,Gem, 6h  1m  0.4s, 23o 56' 15",EW  ,11.1 ,   0.361830   ,G0V           
380438,V0438 ,Gem, 6h 28m 49.9s, 15o 22' 33",EW  ,12.7 ,   0.302856   ,              
380443,V0443 ,Gem, 6h 40m 46.9s, 28o  4' 47",EW  ,10.7 ,   0.338337   ,              
380445,V0445 ,Gem, 6h 44m  2.3s, 12o 22' 34",EW  ,13.25,   0.317571   ,              
380448,V0448 ,Gem, 6h 50m  1.7s, 22o 21' 27",EW  ,12.0 ,   0.644184   ,              
380449,V0449 ,Gem, 6h 50m 17.4s, 22o 30' 22",EW  ,13.7 ,   0.270661   ,              
380451,V0451 ,Gem, 6h 58m 50.5s, 20o 31' 32",EA  ,11.9 ,   1.506064   ,              
380456,V0456 ,Gem, 7h 10m 36.7s, 13o 33' 23",EW  ,13.00,   0.381266   ,              
380457,V0457 ,Gem, 7h 16m 12.7s, 32o 48'  2",EW  ,13.53,   0.4715075  ,              
380460,V0460 ,Gem, 7h 30m 20.4s, 20o 21' 49",EA  ,13.05,   1.292358   ,              
380470,V0470 ,Gem, 7h 35m 56.0s, 19o 14' 45",EW  ,12.75,   0.352791   ,              
380471,V0471 ,Gem, 7h 37m 38.8s, 14o 11' 45",EB  ,12.0 ,   0.569265   ,              
380472,V0472 ,Gem, 7h 40m 54.9s, 21o  9'  3",EW  ,12.8 ,   0.396668   ,              
380473,V0473 ,Gem, 7h 42m 54.8s, 20o 19' 58",EW  ,12.6 ,   0.956970   ,              
380475,V0475 ,Gem, 7h 48m 49.1s, 19o 15' 26",EB  ,12.65,   0.5205106  ,              
380486,V0486 ,Gem, 6h 35m 46.2s, 19o 28' 28",EW  , 9.91,   0.475513   ,F8            
390004,U     ,Gru,21h 31m 48.8s,-45o  2' 42",EA/S,11.0 ,   1.88048    ,A5            
390005,V     ,Gru,21h 51m 53.5s,-42o 22' 23",EW/K, 9.5 ,   0.4834455  ,F2V           
390006,W     ,Gru,22h 41m 18.7s,-43o 50' 28",EA/A, 9.4 ,   2.9685036  ,F6IV+F6IV     
390007,X     ,Gru,23h 19m 42.4s,-55o 36' 41",EA/S,10.64,   2.1236413  ,A0            
390008,Y     ,Gru,22h 47m 20.1s,-47o 54' 57",EA/S,10.4 ,   1.716897   ,              
390013,RU    ,Gru,22h 27m  0.6s,-37o 11' 18",EA  ,11.00,   1.89664    ,A0            
390014,RV    ,Gru,22h 39m 24.4s,-46o 52' 32",EW/K,11.00,   0.2595186  ,              
390016,RX    ,Gru,22h 58m 16.7s,-41o 49' 34",EB/K,10.5 ,   0.743128   ,              
390017,RY    ,Gru,23h 19m 25.6s,-40o 17' 26",EA/S,11.7 ,   2.01063    ,              
390022,SV    ,Gru,21h 58m 49.4s,-44o 19' 29",EA/S,12.5 ,              ,              
390035,UV    ,Gru,22h 19m 53.9s,-47o 41' 36",EW  ,13.3 ,              ,              
390052,YY    ,Gru,22h 48m 46.6s,-50o 59' 27",EB  ,12.4 ,              ,              
390054,ZZ    ,Gru,22h 49m 58.2s,-47o 32'  7",EA/S,13.9 ,   5.049      ,              
390060,AF    ,Gru,22h 56m 29.2s,-47o 21' 47",E   ,11.9 ,              ,              
390064,AK    ,Gru,23h  5m  1.9s,-43o 56'  8",EA  ,11.0 ,   0.49389    ,              
390071,AR    ,Gru,22h 36m 41.7s,-38o 18'  9",EB  ,10.  ,   2.296720   ,              
390081,BC    ,Gru,22h 44m 49.1s,-48o 10' 13",EW /, 9.9 ,   0.26617    ,              
390082,BD    ,Gru,22h 47m 27.5s,-50o 35' 51",EW/K,14.3 ,   0.718      ,              
390086,BH    ,Gru,23h  7m 57.6s,-49o 25' 21",EW/K,14.5 ,   0.340184   ,              
390091,BN    ,Gru,23h  4m 51.2s,-45o 11' 22",E   ,14.0 ,              ,              
390129,DF    ,Gru,22h 58m 32.0s,-42o 17' 16",EA  ,10.35,              ,              
390142,DT    ,Gru,21h 28m 18.1s,-44o  9' 17",EA  ,10.91,   0.801683   ,              
390143,DU    ,Gru,22h  3m  1.0s,-39o 21' 23",EB  ,11.79,   0.601954   ,              
390144,DV    ,Gru,22h 12m 38.5s,-54o 17' 27",EA  , 7.73,   4.818025   ,F8V           
390145,DW    ,Gru,22h 32m 38.0s,-47o 42' 47",EA  ,11.25,   7.3334     ,              
390147,DY    ,Gru,23h 23m 14.3s,-37o 30' 56",EW  , 9.37,   0.336029   ,K1V           
390152,EH    ,Gru,21h 47m 30.6s,-37o 15' 50",EW  ,11.85,   0.421347   ,              
390155,EL    ,Gru,22h 23m 26.1s,-47o 10'  8",EB  ,12.35,   0.78391    ,              
390157,EN    ,Gru,23h 15m 23.7s,-50o 18' 28",EW  ,11.48,   0.418344   ,              
409121,u.    ,Her,17h 17m 19.6s, 33o  6'  0",EA/S, 4.69,   2.0510270  ,B1.5Vp+B5III  
400009,Z     ,Her,17h 58m  7.0s, 15o  8' 21",EA/A, 7.30,   3.9928077  ,F4IV-V        
400016,RX    ,Her,18h 30m 39.3s, 12o 36' 40",EA/D, 7.28,   1.7785724  ,A0V+A0V       
400026,SZ    ,Her,17h 39m 36.8s, 32o 56' 46",EA/S, 9.86,   0.81809828 ,F0V           
400027,TT    ,Her,16h 54m 23.0s, 16o 50' 13",EB/K, 9.61,   0.91207546 ,A7V-F2V       
