GCVS,STAR,CONST.,RA(2000),DEC,Type,V[mag],P[days],Spec
720792,V0792,Sgr,18h3m4.7s,-22o51'50",EB/D,11.7,3.930956,
720824,V0824,Sgr,18h55m10.1s,-27o41'17",EW,14.9,0.7867419,
720845,V0845,Sgr,19h0m45.8s,-23o14'38",EW,14.2,0.5287385,
720849,V0849,Sgr,19h2m37.2s,-31o7'40",EA,12.9,2.95061,
720902,V0902,Sgr,19h25m14.1s,-29o9'8",EW/K,14.4,0.2939444,
720907,V0907,Sgr,18h56m32.6s,-29o26'3",EA,14.1,2.760319,
720922,V0922,Sgr,19h11m17.1s,-33o58'27",M,11.0,279.,
720966,V0966,Sgr,18h59m48.0s,-29o51'47",EA/S,13.9,1.5492233,
720985,V0985,Sgr,17h51m27.5s,-29o17'0",EW/K,13.8,0.3486618,
720986,V0986,Sgr,17h54m2.4s,-27o0'47",EA/D,13.0,10.4300,
720988,V0988,Sgr,17h55m52.3s,-27o20'2",EA,13.8,2.46510,
720992,V0992,Sgr,17h58m52.8s,-30o37'35",EA/K,14.2,1.269771,
720993,V0993,Sgr,17h59m26.9s,-32o41'16",EA,13.3,0.834706,
720994,V0994,Sgr,17h59m50.8s,-31o55'7",EA/S,12.7,1.418347,
720998,V0998,Sgr,18h0m10.5s,-29o26'6",EA/K,13.1,1.064900,
721000,V1000,Sgr,18h0m29.4s,-31o42'6",EW/K,13.3,0.4307794,
721001,V1001,Sgr,18h0m48.2s,-29o17'25",EA/D,13.4,3.05399,
721002,V1002,Sgr,18h0m45.7s,-28o10'3",EW/K,13.4,0.4384196,
721005,V1005,Sgr,18h0m59.2s,-28o43'27",EA,13.8,0.826985,
721011,V1011,Sgr,18h5m35.0s,-29o23'58",EA,14.4,4.74065,
721013,V1013,Sgr,18h6m29.9s,-33o2'34",EB,14.8,0.919660,
721023,V1023,Sgr,18h51m22.7s,-20o31'25",EA/S,12.9,0.7903759,
721026,V1026,Sgr,18h51m45.5s,-18o27'18",EW/K,12.8,0.3888659,
721028,V1028,Sgr,18h53m53.4s,-22o35'5",EA/D,14.2,5.14903,
721032,V1032,Sgr,18h54m55.1s,-17o55'30",EW,14.7,0.6770114,
721045,V1045,Sgr,18h58m3.5s,-20o7'28",EA/S,12.4,1.128349,
721068,V1068,Sgr,19h3m18.0s,-15o14'22",EW/K,15.1,0.3699688,
721071,V1071,Sgr,19h4m3.0s,-22o28'31",EA,13.2,0.6780498,
721108,V1108,Sgr,19h12m43.6s,-18o8'12",EA/D,11.6,46.5816,
721109,V1109,Sgr,19h12m49.8s,-14o51'8",EB,14.3,0.6111293,
721133,V1133,Sgr,19h21m7.0s,-14o25'3",EA,13.2,0.8053028,
721177,V1177,Sgr,18h4m34.5s,-31o34'42",EA/K,11.3,0.963089,B9
721179,V1179,Sgr,18h11m35.8s,-33o52'16",EA,12.6,0.9096687,
721184,V1184,Sgr,18h18m28.9s,-30o29'53",EA/S,13.2,1.298868,
721190,V1190,Sgr,18h23m39.9s,-35o51'57",EA/S,13.8,1.500039,
721191,V1191,Sgr,18h27m2.2s,-32o33'53",EW,13.8,0.8007595,
721240,V1240,Sgr,19h4m46.5s,-30o41'47",EA/S,13.9,0.546125,
721252,V1252,Sgr,19h10m36.3s,-30o20'31",EA/S,11.4,1.435689,
721276,V1276,Sgr,18h5m28.4s,-32o53'24",EW/K,14.1,0.3480939,K3/K4
721279,V1279,Sgr,18h10m27.7s,-32o24'21",EA,14.2,3.798653,
721282,V1282,Sgr,18h13m34.7s,-34o28'42",EA/S,11.9,1.75806,
721287,V1287,Sgr,18h20m6.1s,-27o2'25",EB,14.5,0.833719,
721305,V1305,Sgr,18h29m39.7s,-31o42'38",EA/S,13.8,3.28228,
721313,V1313,Sgr,18h39m35.3s,-28o59'7",EA,13.1,2.14408,
721315,V1315,Sgr,18h41m56.3s,-28o24'18",EA/S,13.7,7.6481,
721454,V1454,Sgr,18h3m46.6s,-30o11'27",EA/D,15.3,3.1864,
721492,V1492,Sgr,18h4m14.7s,-29o52'19",E,15.2,0.51,
721575,V1575,Sgr,18h11m52.7s,-29o25'39",EA/S,14.0,0.8231878,
721601,V1601,Sgr,18h21m16.9s,-27o34'29",EA,14.0,2.963485,
721602,V1602,Sgr,18h21m53.8s,-32o47'9",EA/S,13.9,1.7233166,
721603,V1603,Sgr,18h23m10.6s,-28o17'16",EA/S,12.1,3.332690,
721619,V1619,Sgr,18h30m14.8s,-28o35'31",EA/S,14.4,0.6053326,
721626,V1626,Sgr,18h33m32.7s,-35o36'25",EA,14.0,2.4534779,
721627,V1627,Sgr,18h35m48.4s,-30o16'23",EA/S,14.2,4.55377,
721647,V1647,Sgr,17h59m13.5s,-36o56'19",EA/D,6.94,3.28279251,A1V+A2V
721721,V1721,Sgr,17h58m43.2s,-33o19'33",EA/D,10.4,1.788564,F3V
721723,V1723,Sgr,17h59m2.7s,-27o29'20",EW/K,13.4,0.29545329,
721730,V1730,Sgr,18h0m18.5s,-29o41'33",EA/D,14.7,5.55094,
721732,V1732,Sgr,18h0m30.5s,-29o31'18",EA/S,14.4,1.884797,
721933,V1933,Sgr,18h45m10.1s,-19o47'19",EA/S,12.5,1.3503527,
721941,V1941,Sgr,19h13m42.6s,-12o1'20",EA,12.1,5.438781,
721958,V1958,Sgr,18h15m59.4s,-22o28'15",EA/S,13.8,1.82585,
721961,V1961,Sgr,18h17m53.0s,-25o44'8",EA,12.2,0.2038504,
721968,V1968,Sgr,18h21m23.1s,-19o33'24",EA,12.3,0.5632499,
721980,V1980,Sgr,18h25m24.5s,-25o10'40",EA/G,11.2,40.506,
722006,V2006,Sgr,18h35m7.2s,-27o7'8",EA/S,13.7,1.7822530,
722168,V2168,Sgr,19h42m37.5s,-38o39'55",EA,12.5,,
722184,V2184,Sgr,19h46m17.5s,-37o24'52",EA,12.5,,
722201,V2201,Sgr,19h52m50.3s,-43o1'41",EA,12.,,
722248,V2248,Sgr,20h13m13.5s,-37o59'42",RR,13.5,,
722250,V2250,Sgr,20h14m44.9s,-39o28'13",EA,13.,,
722251,V2251,Sgr,20h15m19.6s,-37o39'15",RR,15.,,
722283,V2283,Sgr,18h4m38.8s,-36o54'52",EA/D,10.23,3.4714231,A0
722338,V2338,Sgr,18h23m48.7s,-25o26'18",EA/S,13.8,2.8138,
722349,V2349,Sgr,18h28m25.1s,-16o42'4",EA/D,8.76,5.02565,B1Vne
722351,V2351,Sgr,18h29m29.9s,-31o28'2",EA/D,10.21,3.748819,
722451,V2451,Sgr,17h59m28.1s,-28o53'5",RRC,15.8,0.228770,
722500,V2500,Sgr,18h0m52.3s,-28o50'54",EA/S,13.9,1.59178,
722507,V2507,Sgr,18h11m35.3s,-30o41'16",EA,14.4,5.50956,
722508,V2508,Sgr,18h12m54.4s,-28o59'36",EB,13.8,0.6974599,
722509,V2509,Sgr,18h15m49.9s,-35o38'14",EB/K,7.35,1.0869739,A0
722529,V2529,Sgr,18h20m49.7s,-27o42'51",EA/K,13.9,1.4727798,
722537,V2537,Sgr,18h23m0.3s,-32o34'3",EA/S,12.3,2.5581482,
722559,V2559,Sgr,18h28m52.4s,-32o10'43",EA,14.5,3.15028,
722575,V2575,Sgr,18h31m49.8s,-28o1'22",EA/S,12.8,0.8923404,
722596,V2596,Sgr,18h36m35.4s,-27o0'33",E/SD,13.8,1.629135,
722616,V2616,Sgr,18h46m53.9s,-29o5'1",EA/K,12.9,1.0406721,
722617,V2617,Sgr,19h55m18.4s,-23o58'12",EA/K,9.56,0.9972646,A0
722625,V2625,Sgr,18h12m8.4s,-34o29'12",E,15.2,1.51674,
722670,V2670,Sgr,18h13m5.5s,-33o23'16",E/SD,16.8,2.9437,
722815,V2815,Sgr,18h15m55.4s,-31o49'15",RRAB,16.2,0.49871,
722876,V2876,Sgr,18h16m55.3s,-31o15'25",E/KW,15.1,0.44915,
722881,V2881,Sgr,18h17m7.3s,-32o54'46",E/SD,14.8,0.52558,
722901,V2901,Sgr,18h17m35.7s,-33o42'11",E,16.1,7.9252,
723382,V3382,Sgr,18h28m17.5s,-35o50'51",E/SD,16.0,1.25491,
723454,V3454,Sgr,18h30m9.1s,-32o5'47",E,16.2,0.23648,
723501,V3501,Sgr,18h31m55.6s,-36o21'52",E/KW,15.2,0.31195,
723680,V3680,Sgr,18h37m50.0s,-32o16'13",E/KW,16.7,0.24712,
723727,V3727,Sgr,18h40m0.2s,-35o6'13",E,16.3,0.33291,
723792,V3792,Sgr,18h8m54.0s,-25o28'23",EB/D,6.43,2.248082,B5
723794,V3794,Sgr,18h12m48.4s,-21o54'39",EA,12.0,0.9541102,
723866,V3866,Sgr,18h42m3.2s,-19o46'35",E,11.8,,
723886,V3886,Sgr,19h56m6.1s,-42o57'12",EA,11.5,1.407685,
723895,V3895,Sgr,17h58m24.2s,-29o15'48",EA,9.0,,A0
723903,V3903,Sgr,18h9m17.7s,-23o59'18",INA,7.00,,O8Vn
724089,V4089,Sgr,19h34m8.5s,-40o2'4",EA/D,5.87,,
724090,V4090,Sgr,19h39m55.5s,-39o25'58",EA/D,6.58,,
724197,V4197,Sgr,19h5m57.9s,-19o28'52",EW/K,7.95,,
724320,V4320,Sgr,18h10m52.6s,-30o56'32",EA,16.6,,
724367,V4367,Sgr,18h32m1.4s,-23o40'30",E,16.8,,
724396,V4396,Sgr,18h30m2.1s,-33o29'43",EA,7.68,,
724403,V4403,Sgr,18h42m11.5s,-34o2'25",EA,8.68,,
724437,V4437,Sgr,20h19m58.2s,-32o36'59",EB,7.26,,
724623,V4623,Sgr,18h11m38.7s,-31o39'8",EA,15.9,,
724727,V4727,Sgr,18h33m30.7s,-28o58'51",E,10.6,,
725118,V5118,Sgr,17h50m5.0s,-29o57'40",EA,16.00,1.6154,
725121,V5121,Sgr,17h50m49.5s,-30o1'5",EA,14.67,8.65725,
725122,V5122,Sgr,17h51m3.1s,-29o55'49",EA,15.35,4.5487,
725123,V5123,Sgr,17h51m14.4s,-29o54'23",EA,16.18,2.69042,
725124,V5124,Sgr,17h51m27.0s,-29o52'21",EA,14.51,,
725126,V5126,Sgr,17h51m49.4s,-30o1'44",EA,14.88,0.8082,
725127,V5127,Sgr,17h51m50.9s,-29o54'43",EA,14.01,3.2687,
725128,V5128,Sgr,17h52m8.6s,-29o56'12",EA,14.79,2.7179,
725129,V5129,Sgr,17h52m18.5s,-29o56'24",EA,15.64,5.43284,
725132,V5132,Sgr,17h52m45.4s,-29o35'12",EA,15.27,2.2181,
725133,V5133,Sgr,17h52m46.4s,-29o45'13",EA,16.43,3.4051,
725134,V5134,Sgr,17h52m48.6s,-30o0'30",EA,14.92,2.3650,
725135,V5135,Sgr,17h52m54.0s,-29o46'33",EA,15.59,1.32565,
725136,V5136,Sgr,17h53m4.5s,-29o38'30",EA,14.83,5.2821,
725137,V5137,Sgr,17h53m21.2s,-29o35'38",EA,14.78,2.5389,
725138,V5138,Sgr,17h53m22.7s,-29o59'23",EA,14.33,1.8832,
725139,V5139,Sgr,17h53m36.8s,-29o34'29",EA,15.71,1.7149,
725140,V5140,Sgr,17h53m48.1s,-29o56'0",EA,15.92,2.24861,
725142,V5142,Sgr,17h53m51.7s,-29o41'53",EA,15.39,4.2835,
725143,V5143,Sgr,17h54m9.0s,-29o47'39",EA,13.49,2.1386,
725144,V5144,Sgr,17h54m16.5s,-29o43'11",EA,16.01,2.2280,
725145,V5145,Sgr,17h54m23.5s,-29o45'58",EA,16.21,13.8736,
725146,V5146,Sgr,17h54m33.4s,-29o44'37",EA,16.35,5.2821,
725147,V5147,Sgr,17h54m33.9s,-30o1'31",EA,13.06,7.7978,
725148,V5148,Sgr,17h54m35.0s,-29o38'50",EA,16.39,3.2866,
725149,V5149,Sgr,17h54m38.7s,-29o38'32",EA,14.55,4.2750,
725150,V5150,Sgr,17h54m47.0s,-29o41'17",EA,15.58,6.8925,
725151,V5151,Sgr,17h54m52.3s,-29o58'20",EA,13.22,4.8746,
725153,V5153,Sgr,17h55m16.4s,-29o31'32",EA,13.48,4.5170,
725154,V5154,Sgr,17h55m29.8s,-29o33'30",EA,15.39,4.1610,
725155,V5155,Sgr,17h55m53.2s,-29o22'28",EA,15.68,1.67483,
725156,V5156,Sgr,17h56m21.2s,-29o24'0",EA,14.67,4.1015,
725158,V5158,Sgr,17h56m41.2s,-29o40'5",EA,13.70,1.9533,
725159,V5159,Sgr,17h56m44.9s,-29o40'34",EA,15.99,8.5810,
725160,V5160,Sgr,17h56m47.5s,-29o42'42",EA,14.85,1.3433,
725162,V5162,Sgr,17h57m5.7s,-29o22'48",EA,14.68,0.8152,
725163,V5163,Sgr,17h57m10.3s,-29o15'38",EA,14.94,3.43079,
725164,V5164,Sgr,17h57m16.0s,-29o35'30",EA,13.26,2.51957,
725165,V5165,Sgr,17h57m28.5s,-29o43'50",EA,15.79,3.18473,
725166,V5166,Sgr,17h57m30.1s,-29o28'43",EA,15.17,5.7197,
725167,V5167,Sgr,17h57m38.0s,-29o35'17",EA,15.76,6.2516,
725521,V5521,Sgr,18h19m7.8s,-25o27'15",EW,15.3,0.464,
725535,V5535,Sgr,18h24m57.4s,-30o24'42",EB,10.65,2.2517,A0
725542,V5542,Sgr,18h43m23.9s,-21o20'37",EA,13.18,1.6351,
725552,V5552,Sgr,19h48m55.3s,-37o12'12",EA,12.86,2.6954,
725553,V5553,Sgr,19h55m17.7s,-44o0'38",EB,8.53,2.69466,F5/F6V
725559,V5559,Sgr,17h54m6.3s,-28o39'10",EA,12.43,4.4361,
725562,V5562,Sgr,18h2m47.5s,-29o21'58",EA,7.77,3.03868,B2V
725563,V5563,Sgr,18h4m34.2s,-24o22'0",EW,9.60,0.617262,B2Vne
725565,V5565,Sgr,18h16m41.6s,-35o38'9",EA,10.39,4.3028,B9
725566,V5566,Sgr,18h19m57.8s,-22o7'14",EA,11.95,2.37999,M6
725568,V5568,Sgr,18h25m24.6s,-22o11'16",EA,12.9,2.4887,
725570,V5570,Sgr,19h10m56.8s,-25o54'39",EA,8.60,11.7902,B9V
725571,V5571,Sgr,19h13m9.6s,-32o16'0",EA,11.76,0.948834,
725572,V5572,Sgr,19h32m3.2s,-28o12'44",EA,7.60,1.43979,B8V
725575,V5575,Sgr,19h54m19.4s,-29o54'40",EB,10.76,0.80681,
725576,V5576,Sgr,20h2m22.5s,-12o3'19",EA,11.68,1.14177,
725605,V5605,Sgr,17h52m30.0s,-29o33'1",EP,13.49,4.53720,F2
725643,V5643,Sgr,18h33m24.0s,-19o30'20",EA,9.53,1.91860,B9IV/V
725648,V5648,Sgr,18h52m43.6s,-16o0'48",EA,12.0,2.498117,
725677,V5677,Sgr,17h50m48.6s,-28o29'23",EA,13.1,1.062035,
725695,V5695,Sgr,17h55m53.4s,-27o25'57",EA,12.8,8.3194,
725696,V5696,Sgr,17h56m5.7s,-27o54'25",EB,12.7,0.624860,
725697,V5697,Sgr,17h56m25.3s,-28o1'30",EA,12.00,3.68260,
725704,V5704,Sgr,18h0m57.2s,-33o0'9",EB,12.95,0.742805,
726241,V6241,Sgr,18h13m54.0s,-35o46'4",EB,13.90,0.4383731,
726393,V6393,Sgr,18h21m59.9s,-23o54'26",EW,13.2,0.3980977,
726410,V6410,Sgr,18h25m46.8s,-36o44'12",EA,12.7,1.0148565,
726460,V6460,Sgr,18h37m20.2s,-25o19'23",EB,13.35,0.4570574,
726472,V6472,Sgr,18h42m54.2s,-33o18'16",EW,13.6,0.3341826,
726500,V6500,Sgr,19h15m1.5s,-15o58'35",EA,8.90,0.878114,B9IV/V
726523,V6523,Sgr,19h34m16.8s,-31o8'54",EW,14.6,0.4031932,
726532,V6532,Sgr,19h39m28.6s,-42o51'35",EW,14.2,0.3511067,
726533,V6533,Sgr,19h39m42.0s,-43o12'23",EW,14.65,0.3665523,
726550,V6550,Sgr,19h52m26.4s,-23o6'36",EW,13.75,0.3215798,
730065,AL,Sco,16h48m13.1s,-32o56'42",EA/S,11.2,1.532249,F
730096,BS,Sco,17h55m4.4s,-31o38'34",EA/S,11.5,7.6223759,B5V
730184,FU,Sco,17h12m25.7s,-31o48'48",EA/D,12.0,11.2682,
730185,FV,Sco,17h13m45.0s,-32o51'9",EA/D,7.95,5.7278964,B6V
730247,KN,Sco,17h5m38.2s,-30o16'6",RR,13.7,,
730385,V0385,Sco,17h38m9.5s,-37o42'20",E/D,10.9,2.34515,B9
730393,V0393,Sco,17h48m47.6s,-35o3'25",EA/S,8.2,7.71250,B9
730403,V0403,Sco,17h52m1.4s,-36o29'30",EA/K,13.5,1.0408722,
730451,V0451,Sco,17h48m51.6s,-35o22'30",E,12.0,,
730453,V0453,Sco,17h56m16.1s,-32o28'30",EB/G,6.36,12.00597,B0.5Iape
730457,V0457,Sco,17h8m2.5s,-35o57'40",EA/D,10.6,2.00738,
730467,V0467,Sco,17h15m19.3s,-36o38'59",EA/S,11.7,2.41342,
730474,V0474,Sco,17h18m51.4s,-31o34'58",EB,10.3,1.62004,B3-5
730480,V0480,Sco,17h29m47.1s,-32o59'14",EA/S,14.0,2.610955,
730490,V0490,Sco,17h37m54.5s,-33o57'4",EA/D,12.0,3.003757,
730496,V0496,Sco,17h43m2.6s,-32o22'13",EA/S,11.1,2.19250,F5
730497,V0497,Sco,17h45m26.2s,-34o8'44",EA/S,13.5,1.289343,
730498,V0498,Sco,17h27m58.2s,-31o8'3",EA,13.5,3.27433,
730499,V0499,Sco,17h29m2.3s,-33o0'16",EB/D,8.25,2.3332977,B1V
730543,V0543,Sco,17h47m40.8s,-42o53'8",EA/S,12.0,0.9333668,
730562,V0562,Sco,16h44m30.2s,-37o48'5",EA/K,11.6,1.054997,
730569,V0569,Sco,16h50m2.4s,-42o36'8",EA/D,10.7,1.047238,A3
730575,V0575,Sco,16h54m24.5s,-36o49'22",EA/S,12.3,0.658939,
730583,V0583,Sco,16h57m1.5s,-37o17'38",EA/S,12.0,0.994728,
730590,V0590,Sco,16h58m50.8s,-42o22'13",EA/S,10.68,2.47282,B5
730594,V0594,Sco,17h0m24.6s,-41o42'39",EA/S,10.6,3.63293,F0
730606,V0606,Sco,17h6m22.1s,-37o41'30",EA,11.9,1.342884,
730619,V0619,Sco,17h14m16.0s,-41o21'21",EB/K,11.9,0.754620,
730628,V0628,Sco,17h17m24.8s,-36o52'7",EA/K,11.9,1.169566,
730629,V0629,Sco,17h18m20.3s,-39o3'42",E,11.9,3.2491,
730632,V0632,Sco,17h20m30.4s,-43o4'34",EA/D,11.5,1.610168,F
730633,V0633,Sco,17h21m20.4s,-41o58'17",EB/,11.9,0.493333,
730634,V0634,Sco,17h21m39.2s,-36o45'11",EA/D,11.7,1.224028,A
730700,V0700,Sco,17h31m13.2s,-31o22'42",EB/,10.19,2.34690,B5
730701,V0701,Sco,17h34m24.5s,-32o30'16",EW/K,8.63,0.76187547,B1Vnn
730705,V0705,Sco,17h48m8.3s,-34o38'32",EA/S,14.0,3.46400,
730710,V0710,Sco,17h52m35.7s,-31o36'24",EB,14.0,0.4425772,
730714,V0714,Sco,17h55m56.6s,-31o42'47",EA,12.2,0.6982113,
730724,V0724,Sco,17h48m45.5s,-41o12'22",EA/S,13.3,2.075177,
730726,V0726,Sco,17h13m43.8s,-33o4'6",EA,10.3,,A0
730728,V0728,Sco,17h39m13.2s,-45o28'45",N,5.,,
730732,V0732,Sco,17h33m48.3s,-33o34'0",EA,13.6,1.298501,
730740,V0740,Sco,17h50m57.0s,-34o59'9",EA/S,14.2,3.122997,
730756,V0756,Sco,16h22m25.8s,-32o7'13",EA/D,10.5,10.78,
730760,V0760,Sco,16h24m43.7s,-34o53'37",EA/D,7.04,1.7309,B3Vn
730761,V0761,Sco,16h43m47.9s,-35o48'25",EA/S,12.5,,
730764,V0764,Sco,17h56m8.5s,-45o9'20",EB/D,8.5,6.8084,A5IV/V
730777,V0777,Sco,16h4m53.7s,-11o51'48",E/SD,16.6,2.8879,
730784,V0784,Sco,16h8m48.9s,-14o38'45",E,13.1,1.5260,
730816,V0816,Sco,16h16m39.2s,-12o19'41",E,17.0,0.35218,
730819,V0819,Sco,17h46m9.4s,-43o27'35",EA/D,13.0,3.040683,
730821,V0821,Sco,17h47m35.0s,-38o58'11",EW/K,14.1,0.4671846,
730833,V0833,Sco,17h53m56.0s,-36o32'2",EB/K,11.0,1.187827,F0
730837,V0837,Sco,17h54m55.6s,-38o27'14",EA/S,14.2,0.8788446,
730838,V0838,Sco,17h55m27.7s,-41o41'45",EB/K,13.0,0.5602150,
730842,V0842,Sco,17h56m13.0s,-43o46'23",EW/K,11.5,0.4982826,
730843,V0843,Sco,17h56m35.5s,-36o42'22",EA/S,10.4,0.983629,
730848,V0848,Sco,17h57m36.0s,-36o57'39",EW/,12.7,0.4613166,
730853,V0853,Sco,17h58m38.9s,-41o29'23",EA/K,13.8,1.298450,
730861,V0861,Sco,16h56m36.0s,-40o49'24",EB,6.07,7.84825,B0.5Iae
730867,V0867,Sco,16h16m17.3s,-28o44'42",EA/S,12.3,3.32613,
730877,V0877,Sco,16h33m41.9s,-25o23'34",EB,12.4,4.58776,
730881,V0881,Sco,16h42m8.1s,-33o46'0",E,8.8,2.491600,A0
730883,V0883,Sco,16h57m52.5s,-37o59'47",EB/K,7.34,1.29484,B2.5Vn
730885,V0885,Sco,17h47m59.0s,-37o38'24",E/DM,8.6,3.119975,B2V
730889,V0889,Sco,16h51m37.2s,-44o57'45",E,11.35,12.5127,
730893,V0893,Sco,16h15m15.0s,-28o37'32",UG,10.6,,
730904,V0904,Sco,17h29m56.7s,-41o3'23",E,10.,2.533993,A0
730906,V0906,Sco,17h53m54.8s,-34o45'9",EA/D,5.96,2.785847,B9V+B9V
730907,V0907,Sco,17h56m55.6s,-34o45'1",EA/D,8.61,3.776277,A0
730923,V0923,Sco,17h3m50.9s,-38o9'9",EA/D,5.86,34.8269,F3IV-V+F3V
730954,V0954,Sco,16h38m53.9s,-44o9'26",EB/K,7.49,,
731007,V1007,Sco,16h54m10.1s,-41o49'30",EB,6.06,,
731041,V1041,Sco,16h1m51.5s,-28o22'26",EA,8.94,,
731046,V1046,Sco,16h6m39.0s,-26o25'1",E,9.34,,
731055,V1055,Sco,16h27m26.2s,-37o28'37",EW,8.65,,
731067,V1067,Sco,16h50m59.1s,-26o46'51",E,10.37,,
731081,V1081,Sco,17h29m12.9s,-31o32'3",EA,6.97,,
731082,V1082,Sco,17h36m27.4s,-33o29'35",E,10.09,,
731084,V1084,Sco,17h37m57.4s,-39o11'22",EW,9.07,,
731195,V1195,Sco,16h19m23.0s,-40o56'38",EA,8.86,4.00305,B9IV
731223,V1223,Sco,16h56m43.3s,-40o36'24",EA,11.0,1.9083,B1
731226,V1226,Sco,17h2m25.0s,-36o49'34",EA,10.59,2.08355,A0
731229,V1229,Sco,17h26m43.3s,-42o13'55",EB,8.90,1.859839,B4III
731231,V1231,Sco,17h48m2.7s,-35o28'20",EW,15.42,0.403586,
731233,V1233,Sco,17h50m55.4s,-30o14'51",EA,13.89,5.8534,
731234,V1234,Sco,17h51m10.0s,-30o16'46",EA,15.66,1.6009,
731235,V1235,Sco,17h51m14.6s,-30o3'28",EA,14.71,2.6188,
731236,V1236,Sco,17h51m17.1s,-30o3'1",EA,14.77,7.22550,
731237,V1237,Sco,17h51m24.3s,-30o14'6",EA,14.17,2.8131,
731239,V1239,Sco,17h52m15.5s,-30o13'54",EA,15.60,2.33590,
731240,V1240,Sco,17h52m57.5s,-30o5'33",EA,16.46,8.16256,
731264,V1264,Sco,17h56m39.7s,-30o59'28",M,13.4,,
731270,V1270,Sco,17h57m2.5s,-40o7'15",EA,9.17,4.24319,A0IV
731282,V1282,Sco,16h7m4.9s,-29o16'48",EA,13.4,2.1315,
731283,V1283,Sco,16h8m17.0s,-17o8'5",EB,8.58,1.7587,A0V+K0III
731284,V1284,Sco,16h13m38.8s,-41o20'50",EA,9.54,3.7297,B9III
731285,V1285,Sco,16h21m2.6s,-30o56'49",EA,13.45,3.35345,
731286,V1286,Sco,16h28m59.7s,-32o7'33",SR,12.6,127.,
731288,V1288,Sco,16h37m0.0s,-45o19'7",EA,8.17,1.108897,B3III
731290,V1290,Sco,16h50m1.4s,-41o37'16",EA,7.96,4.49244,O9.5IV
731291,V1291,Sco,16h53m11.4s,-36o38'6",EA,10.40,50.007,
731292,V1292,Sco,16h53m55.6s,-41o52'51",EA,7.57,4.24038,O9.5III
731293,V1293,Sco,16h53m57.6s,-41o38'41",EA,9.77,1.317716,B1V
731294,V1294,Sco,16h53m60.0s,-41o42'52",EA,7.58,5.604,O9.5IV
731295,V1295,Sco,16h54m35.8s,-41o25'22",EA,7.96,2.15767,B0IVn
731296,V1296,Sco,16h54m44.6s,-43o16'53",EA,12.18,5.8082,
731297,V1297,Sco,16h56m5.2s,-40o20'57",EA,8.40,4.48886,O7.5V
731299,V1299,Sco,17h4m26.0s,-39o16'3",EA,11.73,7.6945,A2
731300,V1300,Sco,17h4m58.4s,-38o37'6",EA,8.87,29.3467,B9IV/V
731301,V1301,Sco,17h5m18.7s,-34o56'0",EA,13.0,1.9541,
731302,V1302,Sco,17h7m17.5s,-37o36'22",EA,12.6,7.4158,
731303,V1303,Sco,17h13m5.3s,-34o45'9",EA,11.74,11.0943,
731304,V1304,Sco,17h28m21.8s,-38o41'48",EA,8.28,3.3682,B3Vn
731305,V1305,Sco,17h28m40.0s,-33o34'57",EB,8.74,1.297320,B2V+B2V
731306,V1306,Sco,17h31m34.2s,-38o51'39",EA,11.21,5.54177,A3-A8
731308,V1308,Sco,17h49m16.4s,-38o11'34",EA,10.40,9.1066,G0
731540,V1540,Sco,16h9m29.2s,-15o37'28",EW,12.6,0.293408,
731611,V1611,Sco,17h5m24.5s,-38o47'0",EA,13.1,10.7062,
731612,V1612,Sco,17h6m36.9s,-39o15'43",EW,12.84,0.367739,
731618,V1618,Sco,17h14m22.0s,-38o8'54",EB,13.1,0.527660,
731630,V1630,Sco,17h49m8.2s,-37o11'13",EW,13.4,0.379142,
739016,pi.,Sco,15h58m51.1s,-26o6'50",EB,2.82,,
740012,RT,Scl,0h36m28.1s,-25o40'22",EB/S,10.18,0.51156012,A5n+F3
740026,SZ,Scl,0h15m46.7s,-31o5'45",EW/K,12.98,0.32082757,
740040,VV,Scl,1h16m6.8s,-34o8'55",EB/,8.35,2.47962,A5p
740044,VZ,Scl,23h50m9.2s,-26o22'52",EA+N,15.6,0.14462220,pece
740065,AL,Scl,23h55m16.6s,-31o55'17",EA/D,6.06,2.445088,B6V+A0V
740082,BD,Scl,0h32m25.2s,-24o52'34",EB,10.12,,
740083,BE,Scl,1h21m33.0s,-29o7'52",EW,10.41,,
740091,BN,Scl,23h7m42.8s,-30o14'0",EA,8.96,,
740108,CG,Scl,0h55m26.8s,-37o31'26",EA,8.67,11.03574,G5V
740109,CH,Scl,0h57m43.8s,-26o13'22",EA,9.99,1.577216,F2V
740110,CI,Scl,1h3m43.8s,-30o23'55",EA,8.78,14.7104,F5/F6V
740113,CM,Scl,23h36m3.6s,-32o37'24",EA,8.81,10.28857,F7V
740116,CP,Scl,0h24m49.4s,-27o44'19",EW,12.39,0.313661,
740118,CR,Scl,0h44m30.2s,-36o6'29",EW,9.58,0.246537,G5
740120,CT,Scl,1h16m0.6s,-25o42'33",EW,11.91,0.406798,A7
740123,CW,Scl,23h28m1.1s,-33o59'51",EW,12.13,0.385588,
750004,U,Sct,18h54m27.2s,-12o36'35",EB/S,10.08,0.95498575,F0
750006,W,Sct,18h24m33.5s,-13o39'12",EA/D,9.92,10.2703,B3n+B0
750011,RS,Sct,18h49m11.3s,-10o14'27",EB/S,9.78,0.6642384,F5
750017,RY,Sct,18h25m31.5s,-12o41'24",EB/G,9.12,11.12471,O9.7Ibpeq
